Station ID,Date_Time_Num
42967,1717200000.0
42967,1717203600.0
42967,1717207200.0
42967,1717210800.0
42967,1717214400.0
42967,1717218000.0
42967,1717221600.0
42967,1717225200.0
42967,1717228800.0
42967,1717232400.0
42967,1717236000.0
42967,1717239600.0
42967,1717243200.0
42967,1717246800.0
42967,1717250400.0
42967,1717254000.0
42967,1717257600.0
42967,1717261200.0
42967,1717264800.0
42967,1717268400.0
42967,1717272000.0
42967,1717275600.0
42967,1717279200.0
42967,1717282800.0
42967,1717286400.0
42967,1717290000.0
42967,1717293600.0
42967,1717297200.0
42967,1717300800.0
42967,1717304400.0
42967,1717308000.0
42967,1717311600.0
42967,1717315200.0
42967,1717318800.0
42967,1717322400.0
42967,1717326000.0
42967,1717329600.0
42967,1717333200.0
42967,1717336800.0
42967,1717340400.0
42967,1717344000.0
42967,1717347600.0
42967,1717351200.0
42967,1717354800.0
42967,1717358400.0
42967,1717362000.0
42967,1717365600.0
42967,1717369200.0
42967,1717372800.0
42967,1717376400.0
42967,1717380000.0
42967,1717383600.0
42967,1717387200.0
42967,1717390800.0
42967,1717394400.0
42967,1717398000.0
42967,1717401600.0
42967,1717405200.0
42967,1717408800.0
42967,1717412400.0
42967,1717416000.0
42967,1717419600.0
42967,1717423200.0
42967,1717426800.0
42967,1717430400.0
42967,1717434000.0
42967,1717437600.0
42967,1717441200.0
42967,1717444800.0
42967,1717448400.0
42967,1717452000.0
42967,1717455600.0
42967,1717459200.0
42967,1717462800.0
42967,1717466400.0
42967,1717470000.0
42967,1717473600.0
42967,1717477200.0
42967,1717480800.0
42967,1717484400.0
42967,1717488000.0
42967,1717491600.0
42967,1717495200.0
42967,1717498800.0
42967,1717502400.0
42967,1717506000.0
42967,1717509600.0
42967,1717513200.0
42967,1717516800.0
42967,1717520400.0
42967,1717524000.0
42967,1717527600.0
42967,1717531200.0
42967,1717534800.0
42967,1717538400.0
42967,1717542000.0
42967,1717545600.0
42967,1717549200.0
42967,1717552800.0
42967,1717556400.0
42967,1717560000.0
42967,1717563600.0
42967,1717567200.0
42967,1717570800.0
42967,1717574400.0
42967,1717578000.0
42967,1717581600.0
42967,1717585200.0
42967,1717588800.0
42967,1717592400.0
42967,1717596000.0
42967,1717599600.0
42967,1717603200.0
42967,1717606800.0
42967,1717610400.0
42967,1717614000.0
42967,1717617600.0
42967,1717621200.0
42967,1717624800.0
42967,1717628400.0
42967,1717632000.0
42967,1717635600.0
42967,1717639200.0
42967,1717642800.0
42967,1717646400.0
42967,1717650000.0
42967,1717653600.0
42967,1717657200.0
42967,1717660800.0
42967,1717664400.0
42967,1717668000.0
42967,1717671600.0
42967,1717675200.0
42967,1717678800.0
42967,1717682400.0
42967,1717686000.0
42967,1717689600.0
42967,1717693200.0
42967,1717696800.0
42967,1717700400.0
42967,1717704000.0
42967,1717707600.0
42967,1717711200.0
42967,1717714800.0
42967,1717718400.0
42967,1717722000.0
42967,1717725600.0
42967,1717729200.0
42967,1717732800.0
42967,1717736400.0
42967,1717740000.0
42967,1717743600.0
42967,1717747200.0
42967,1717750800.0
42967,1717754400.0
42967,1717758000.0
42967,1717761600.0
42967,1717765200.0
42967,1717768800.0
42967,1717772400.0
42967,1717776000.0
42967,1717779600.0
42967,1717783200.0
42967,1717786800.0
42967,1717790400.0
42967,1717794000.0
42967,1717797600.0
42967,1717801200.0
42967,1717804800.0
42967,1717808400.0
42967,1717812000.0
42967,1717815600.0
42967,1717819200.0
42967,1717822800.0
42967,1717826400.0
42967,1717830000.0
42967,1717833600.0
42967,1717837200.0
42967,1717840800.0
42967,1717844400.0
42967,1717848000.0
42967,1717851600.0
42967,1717855200.0
42967,1717858800.0
42967,1717862400.0
42967,1717866000.0
42967,1717869600.0
42967,1717873200.0
42967,1717876800.0
42967,1717880400.0
42967,1717884000.0
42967,1717887600.0
42967,1717891200.0
42967,1717894800.0
