StationID,Name,Intervals,Year Start,Year End,Province
49848,PUKASKWA (AUT),"['Hourly', 'Daily']",2012,2024,ON
3966,RAWSON LAKE,"['Daily', 'Monthly']",1969,2024,ON
30455,RAWSON LAKE (AUT),"['Hourly', 'Daily']",2005,2024,ON
32473,RIDGETOWN RCS,"['Hourly', 'Daily', 'Monthly']",2003,2024,ON
4816,ROSEVILLE,"['Daily', 'Monthly']",1972,2024,ON
10899,ROYAL ISLAND (AUT),"['Hourly', 'Daily']",1994,2024,ON
50723,SANDY LAKE A,"['Hourly', 'Daily']",2012,2024,ON
48373,SARNIA,"['Hourly', 'Daily']",2009,2024,ON
44323,SARNIA CLIMATE,"['Hourly', 'Daily']",2005,2024,ON
50092,SAULT STE MARIE A,"['Hourly', 'Daily']",2012,2024,ON
54838,SAULT STE. MARIE AIRPORT,"['Hourly', 'Daily']",2019,2024,ON
4509,SHANTY BAY,"['Daily', 'Monthly']",1973,2024,ON
51138,SIOUX LOOKOUT A,"['Hourly', 'Daily']",2013,2024,ON
54605,SIOUX LOOKOUT AIRPORT,"['Hourly', 'Daily']",2018,2024,ON
31010,SONYA SUNDANCE MEADOWS,"['Daily', 'Monthly']",2001,2024,ON
29846,SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION,"['Hourly', 'Daily']",2007,2024,ON
53000,ST CATHARINES A,"['Hourly', 'Daily']",2014,2024,ON
4689,ST THOMAS WPCP,"['Daily', 'Monthly']",1980,2024,ON
4377,ST. ALBERT,"['Daily', 'Monthly']",1986,2024,ON
50131,ST. CATHARINES / NIAGARA DISTRICT A,['Hourly'],2012,2024,ON
27647,STRATHROY-MULLIFARRY,"['Daily', 'Monthly']",1997,2024,ON
50840,SUDBURY A,"['Hourly', 'Daily']",2013,2024,ON
49508,SUDBURY CLIMATE,"['Hourly', 'Daily']",2011,2024,ON
44205,TAPLEY,"['Daily', 'Monthly']",2005,2024,ON
54606,TERRACE BAY AIRPORT,"['Hourly', 'Daily']",2017,2024,ON
49389,THUNDER BAY,"['Hourly', 'Daily']",2012,2024,ON
50132,THUNDER BAY A,"['Hourly', 'Daily']",2012,2024,ON
30682,THUNDER BAY CS,"['Hourly', 'Daily', 'Monthly']",2000,2024,ON
4699,TILLSONBURG WWTP,"['Daily', 'Monthly']",1962,2024,ON
50460,TIMMINS A,"['Hourly', 'Daily']",2012,2024,ON
47547,TIMMINS CLIMATE,"['Hourly', 'Daily']",2008,2024,ON
45607,TOBERMORY RCS,"['Hourly', 'Daily']",2007,2024,ON
31688,TORONTO CITY,"['Hourly', 'Daily', 'Monthly']",2002,2024,ON
48549,TORONTO CITY CENTRE,"['Hourly', 'Daily']",2009,2024,ON
51459,TORONTO INTL A,"['Hourly', 'Daily']",2013,2024,ON
26953,TORONTO NORTH YORK,"['Daily', 'Monthly']",1994,2024,ON
5126,TRENTON A,"['Hourly', 'Daily', 'Monthly']",1953,2024,ON
4525,UDORA,"['Daily', 'Monthly']",1989,2024,ON
4057,UPSALA (AUT),"['Hourly', 'Daily', 'Monthly']",1994,2024,ON
50637,UXBRIDGE WEST,"['Hourly', 'Daily']",2012,2024,ON
31367,VINELAND STATION RCS,"['Hourly', 'Daily', 'Monthly']",2002,2024,ON
