StationID,Name,Intervals,Year Start,Year End,Province
3007,REGINA GILMOUR,"['Daily', 'Monthly']",1970,2016,SK
51441,REGINA INTL A,"['Hourly', 'Daily']",2013,2024,SK
46607,REGINA RCMP SNOW,"['Daily', 'Monthly']",2004,2016,SK
28011,REGINA RCS,"['Hourly', 'Daily', 'Monthly']",1996,2024,SK
46588,REGINA SIAST SNOW,"['Daily', 'Monthly']",2004,2015,SK
3017,ROCANVILLE,"['Daily', 'Monthly']",1968,2014,SK
3142,ROCK POINT,"['Daily', 'Monthly']",1973,2024,SK
3193,ROCKGLEN (AUT),"['Hourly', 'Daily', 'Monthly']",1970,2024,SK
10784,ROSETOWN EAST,"['Hourly', 'Daily', 'Monthly']",1994,2024,SK
50091,SASKATOON INTL A,"['Hourly', 'Daily']",2012,2024,SK
47707,SASKATOON RCS,"['Hourly', 'Daily']",2008,2024,SK
3333,SASKATOON SRC,"['Daily', 'Monthly']",1963,2017,SK
3259,SCOTT CDA,"['Hourly', 'Daily', 'Monthly']",1997,2024,SK
3261,SONNINGDALE,"['Daily', 'Monthly']",1984,2024,SK
10242,SOUTHEND,"['Hourly', 'Daily', 'Monthly']",1994,2024,SK
10850,SPIRITWOOD WEST,"['Hourly', 'Daily', 'Monthly']",1994,2024,SK
3151,STEWART VALLEY,"['Daily', 'Monthly']",1984,2022,SK
48548,STONY RAPIDS,"['Hourly', 'Daily']",2010,2024,SK
48976,SWIFT CURRENT,"['Hourly', 'Daily']",2011,2024,SK
3157,SWIFT CURRENT CDA,"['Hourly', 'Daily', 'Monthly']",1994,2024,SK
26999,TONKIN,"['Daily', 'Monthly']",1994,2016,SK
3195,TREELON,"['Daily', 'Monthly']",1971,2017,SK
9831,URANIUM CITY (AUT),"['Hourly', 'Daily', 'Monthly']",1994,2024,SK
10821,VAL MARIE SOUTHEAST,"['Hourly', 'Daily', 'Monthly']",1994,2024,SK
3270,WASECA,"['Daily', 'Monthly']",1907,2014,SK
51798,WASECA RCS,"['Hourly', 'Daily']",2013,2024,SK
10688,WASKESIU LAKE,"['Hourly', 'Daily', 'Monthly']",1994,2024,SK
10785,WATROUS EAST,"['Hourly', 'Daily', 'Monthly']",1994,2024,SK
10666,WEYBURN,"['Hourly', 'Daily', 'Monthly']",1994,2024,SK
10660,WYNYARD (AUT),"['Hourly', 'Daily', 'Monthly']",1994,2024,SK
3060,YELLOW GRASS,"['Daily', 'Monthly']",1911,2017,SK
54518,YELLOW GRASS NORTH,"['Hourly', 'Daily']",2016,2024,SK
48977,YORKTON,"['Hourly', 'Daily']",2011,2024,SK
49808,YORKTON,"['Hourly', 'Daily']",2011,2024,SK
